Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2018	regulation of gene expression (GO:0010468)	50/1037	8.233334697473912e-28	3.8195188146553975e-25	0	0	6.560001049600168	409.10916158714235	RB1;RNF14;SIX1;YBX1;BACH2;YY1;SOX17;SALL4;HEY2;EP300;PITX2;POU1F1;TSC22D3;PAX6;FOXP3;RUNX3;SIRT1;HIC1;HCFC1;RBL2;SFPQ;MYCN;RBL1;MYOD1;PGR;DLX4;FOXO4;ASCL1;HIF1A;IFI16;NFIL3;HLTF;E2F1;APBB1;ZNF300;TCFL5;EGR1;TCF7L2;CREBBP;SMAD3;ZNF383;DENND4A;NFYC;KLF4;POU4F1;REST;NFIA;SP1;SP3;TP73
GO_Biological_Process_2018	negative regulation of gene expression (GO:0010629)	40/618	9.066200942073091e-27	3.8554019506165816e-24	0	0	8.806111441340288	528.0606229813778	RB1;FOXG1;NR1I2;TWIST2;GATA6;ENO1;ASCL1;PHB2;HIF1A;YY1;HHEX;IFI16;HEY2;E2F1;ZBTB7A;HEXIM1;TCF7L2;SMAD4;POU2F1;SMURF2;FOXL2;KLF4;FOXP3;SIRT1;PAX2;TBX3;SMARCA4;TBX2;RBL2;ILF3;SFPQ;REST;MYCN;RBL1;BCL6;IRF1;SP3;ID4;RARA;PGR
GO_Biological_Process_2018	negative regulation of nucleic acid-templated transcription (GO:1903507)	34/444	4.492515672675646e-25	1.7634851905895252e-22	0	0	10.418581847153275	584.0887702649737	RB1;FOXG1;NR1I2;TWIST2;GATA6;ENO1;ASCL1;PHB2;HHEX;IFI16;HEY2;E2F1;ZBTB7A;HEXIM1;TCF7L2;SMAD4;POU2F1;SMURF2;FOXL2;KLF4;FOXP3;SIRT1;PAX2;TBX3;SMARCA4;TBX2;ILF3;SFPQ;REST;BCL6;IRF1;SP3;ID4;RARA
GO_Biological_Process_2018	negative regulation of cellular macromolecule biosynthetic process (GO:2000113)	34/512	4.647300296505453e-23	1.6939409580762374e-20	0	0	9.034863945578232	464.60135064704133	RB1;FOXG1;NR1I2;TWIST2;GATA6;ENO1;ASCL1;PHB2;HHEX;IFI16;HEY2;E2F1;ZBTB7A;HEXIM1;TCF7L2;SMAD4;POU2F1;SMURF2;FOXL2;KLF4;FOXP3;SIRT1;PAX2;TBX3;SMARCA4;TBX2;ILF3;SFPQ;REST;BCL6;IRF1;SP3;ID4;RARA
GO_Biological_Process_2018	regulation of cellular macromolecule biosynthetic process (GO:2000112)	36/631	3.4289266033153885e-22	1.1665208304478953e-19	0	0	7.7622174067725345	383.6446827696218	RB1;DLX4;RNF14;EHMT2;SIX1;FOXO4;YBX1;FOXO3;HIF1A;BACH2;SOX17;NFIL3;SALL4;HLTF;E2F1;EP300;APBB1;PITX2;ZNF300;TCFL5;TCF7L2;CREBBP;POU1F1;ZNF383;DENND4A;TSC22D3;NFYC;FOXP3;RUNX3;HIC1;HCFC1;SFPQ;REST;NFIA;SP1;SP3
GO_Biological_Process_2018	regulation of nucleic acid-templated transcription (GO:1903506)	34/607	1.060105723017393e-20	3.381074690348597e-18	0	0	7.620840758049513	350.5078683865527	RB1;DLX4;RNF14;SIX1;FOXO4;YBX1;HIF1A;BACH2;SOX17;NFIL3;SALL4;HLTF;E2F1;EP300;APBB1;PITX2;ZNF300;TCFL5;TCF7L2;CREBBP;POU1F1;ZNF383;DENND4A;TSC22D3;NFYC;FOXP3;RUNX3;HIC1;HCFC1;SFPQ;REST;NFIA;SP1;SP3
GO_Biological_Process_2018	positive regulation of cell cycle arrest (GO:0071158)	12/82	8.405058727810067e-13	2.523000864000869e-10	0	0	19.91040318566451	553.6042300615139	RBL2;ZBTB17;TFDP1;GATA6;E2F1;EP300;FOXO4;E2F4;POU4F1;E2F7;E2F8;TP73
GO_Biological_Process_2018	negative regulation of cellular process (GO:0048523)	24/534	1.1182931850348001e-12	3.170361179573658e-10	0	0	6.1148054727508985	168.27466198844516	ZBTB17;SMAD4;MYOCD;POU1F1;SMAD3;FOXO4;ENO1;KLF4;TBX5;FOXP3;RUNX3;SIRT1;POU4F2;PAX2;SMARCA4;REST;APC;SOX17;BCL6;IRF1;HNF4A;MXI1;APBB1;E2F7
GO_Biological_Process_2018	negative regulation of cell proliferation (GO:0008285)	20/363	2.5860355675773517e-12	6.945547105972222e-10	0	0	7.496111392215289	200.0029615770063	ZBTB17;MYOCD;POU1F1;FOXO4;GATA2;KLF4;TBX5;FOXP3;RUNX3;REST;TFDP1;APC;IRF1;HNF4A;MXI1;E2F1;NF1;E2F3;E2F7;TP73
GO_Biological_Process_2018	regulation of cell cycle (GO:0051726)	15/215	6.13630228674266e-11	1.5656775284623896e-08	0	0	9.4921689606075	223.20088937465945	RB1;ZBTB17;RUNX3;SIRT1;TBX3;HCFC1;RBL2;RBL1;IRF1;ID4;RARA;EP300;MYBL2;E4F1;TP73
GO_Biological_Process_2018	negative regulation of macromolecule metabolic process (GO:0010605)	11/124	1.9270745220356583e-09	4.68279108854665e-07	0	0	12.069343866578892	242.19869490086663	RB1;YY1;RBL2;REST;MYCN;RBL1;HEY2;PGR;KLF4;HIF1A;SIRT1
GO_Biological_Process_2018	regulation of fat cell proliferation (GO:0070344)	4/6	4.153930025624943e-08	9.63522950943822e-06	0	0	90.702947845805	1541.6440692697793	TFDP1;E2F1;E2F3;GATA2
GO_Biological_Process_2018	regulation of transforming growth factor beta2 production (GO:0032909)	4/6	4.153930025624943e-08	9.216306487288734e-06	0	0	90.702947845805	1541.6440692697793	SMAD4;SMAD3;GATA6;HIF1A
GO_Biological_Process_2018	negative regulation of cell cycle process (GO:0010948)	8/81	1.4380220070671169e-07	3.0575942925264566e-05	0	0	13.437473754934073	211.70507550631518	TFDP1;MAX;EHMT2;E2F1;FOXO4;E2F6;E2F7;E2F8
GO_Biological_Process_2018	heart development (GO:0007507)	10/149	1.5448877542955058e-07	3.1534248840679866e-05	0	0	9.131169246221981	143.20544577627942	MEF2A;MYOCD;SOX17;GATA6;NF1;RARA;RARB;GATA2;TBX5;TBX2
GO_Biological_Process_2018	DNA damage response, signal transduction by p53 class mediator (GO:0030330)	8/82	1.5836639773359648e-07	3.1082451062867035e-05	0	0	13.27360212377634	207.8427677529814	RBL2;TFDP1;E2F1;EP300;E2F4;E2F7;E2F8;TP73
GO_Biological_Process_2018	negative regulation of cell growth (GO:0030308)	9/115	1.7755736251718548e-07	3.3558341515748054e-05	0	0	10.647737355811893	165.50813250535506	SMAD4;SMAD3;SOX17;BCL6;HNF4A;ENO1;APBB1;SIRT1;SMARCA4
GO_Biological_Process_2018	negative regulation of growth (GO:0045926)	9/120	2.5594348708966685e-07	4.6645700522091776e-05	0	0	10.20408163265306	154.88070582033149	SMAD4;SMAD3;SOX17;BCL6;HNF4A;ENO1;APBB1;SIRT1;SMARCA4
GO_Biological_Process_2018	negative regulation of G0 to G1 transition (GO:0070317)	6/37	2.741460408760971e-07	4.824024988243875e-05	0	0	22.06287920573635	333.36138723997885	TFDP1;MAX;EHMT2;E2F1;FOXO4;E2F6
GO_Biological_Process_2018	DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest (GO:0006977)	7/62	3.5208308529771194e-07	5.9889332809140796e-05	0	0	15.360983102918587	228.25497160404387	RBL2;TFDP1;E2F1;EP300;E2F4;E2F7;E2F8
GO_Biological_Process_2018	regulation of G0 to G1 transition (GO:0070316)	6/39	3.8011607033543773e-07	6.257200990070124e-05	0	0	20.931449502878078	309.4252052875908	TFDP1;MAX;EHMT2;E2F1;FOXO4;E2F6
GO_Biological_Process_2018	signal transduction involved in mitotic G1 DNA damage checkpoint (GO:0072431)	7/63	3.9367474699070055e-07	6.277881980917328e-05	0	0	15.11715797430083	222.9439271931347	RBL2;TFDP1;E2F1;EP300;E2F4;E2F7;E2F8
GO_Biological_Process_2018	negative regulation of cell cycle G1/S phase transition (GO:1902807)	5/22	4.769774492674425e-07	7.375805829126542e-05	0	0	30.921459492888065	450.08647567546404	RB1;RBL2;RBL1;KLF4;E2F7
GO_Biological_Process_2018	regulation of cell proliferation (GO:0042127)	20/740	5.096839545664567e-07	7.649756529860671e-05	0	0	3.6771465342893923	53.279922780834944	ZBTB17;TCF7L2;MYOCD;POU1F1;FOXO4;KLF4;TBX5;FOXP3;SIRT1;TBX3;TBX2;REST;APC;BCL6;IRF1;HNF4A;MXI1;RARA;E2F7;TCFL5
GO_Biological_Process_2018	epithelial cell differentiation (GO:0030855)	8/96	5.403557627503635e-07	7.878387020900301e-05	0	0	11.337868480725625	163.61721195472305	RARA;SIX1;RARB;E2F4;ASCL1;PAX2;E2F7;E2F8
GO_Biological_Process_2018	intrinsic apoptotic signaling pathway by p53 class mediator (GO:0072332)	6/43	6.933123617866674e-07	9.827702728326009e-05	0	0	18.984337921215	269.23180257806735	IFI16;EP300;SIRT1;POU4F1;POU4F2;TP73
GO_Biological_Process_2018	negative regulation of G1/S transition of mitotic cell cycle (GO:2000134)	5/24	7.607983046563514e-07	0.0001049284796935503	0	0	28.344671201814066	399.3451687666494	RB1;RBL2;RBL1;KLF4;E2F7
GO_Biological_Process_2018	histone acetylation (GO:0016573)	7/71	9.010318566089263e-07	0.00012099909379671975	0	0	13.41381623071764	186.71663612362804	DR1;CREBBP;MYOD1;RUVBL1;EP300;YEATS4;APBB1
GO_Biological_Process_2018	negative regulation of cell cycle (GO:0045786)	7/72	9.919744760142856e-07	0.00012979604490002302	0	0	13.227513227513228	182.85143465366227	HEXIM1;ZBTB17;HHEX;MYOCD;SMAD3;APC;RUNX3
GO_Biological_Process_2018	regulation of G1/S transition of mitotic cell cycle (GO:2000045)	6/46	1.046098674194631e-06	0.00013345603836038	0	0	17.74622892635315	244.373431445904	RB1;RBL2;RBL1;E2F1;KLF4;E2F7
GO_Biological_Process_2018	regulation of pri-miRNA transcription from RNA polymerase II promoter (GO:1902893)	5/26	1.1635722529839225e-06	0.00014482217577992576	0	0	26.164311878597594	357.5095697657458	SMAD3;NFATC3;FOS;HIF1A;SMARCA4
GO_Biological_Process_2018	histone H4 acetylation (GO:0043967)	6/47	1.1919646276529312e-06	0.00014482370225983116	0	0	17.36864958749457	236.906776631337	MYOD1;RUVBL1;EP300;YEATS4;APBB1;HCFC1
GO_Biological_Process_2018	DNA-templated transcription, initiation (GO:0006352)	10/186	1.1996554962443254e-06	0.0001423684185426696	0	0	7.3147538585326615	99.72552211872276	CREBBP;POLR1A;HNF4A;NR1I2;RARA;RARB;E2F3;PGR;TCF4;TBX5
GO_Biological_Process_2018	intrinsic apoptotic signaling pathway in response to DNA damage (GO:0008630)	6/48	1.354042334392403e-06	0.00015703813710010075	0	0	17.006802721088437	229.802995200583	IFI16;E2F1;EP300;SIRT1;HIC1;TP73
GO_Biological_Process_2018	beta-catenin-TCF complex assembly (GO:1904837)	5/30	2.461815469993761e-06	0.00027916987429729256	0	0	22.67573696145125	292.84833297670446	TCF7L2;CREBBP;RUVBL1;EP300;SMARCA4
GO_Biological_Process_2018	transcription initiation from RNA polymerase II promoter (GO:0006367)	9/160	2.8750557634451704e-06	0.0003189436861056675	0	0	7.6530612244897975	97.64876393817957	CREBBP;HNF4A;NR1I2;RARA;RARB;E2F3;PGR;TCF4;TBX5
GO_Biological_Process_2018	liver development (GO:0001889)	5/31	2.9179328206696512e-06	0.00031681300391228146	0	0	21.94426157559798	279.67160698963	NF1;RARA;RARB;E2F7;E2F8
GO_Biological_Process_2018	regulation of cell differentiation (GO:0045595)	8/121	3.142015156207575e-06	0.0003340354862943178	0	0	8.995333670658347	113.97669034146044	CREBBP;BCL6;APC;HEY2;KLF4;RUNX3;POU4F2;TCFL5
GO_Biological_Process_2018	protein deubiquitination (GO:0016579)	11/257	3.231565471243752e-06	0.00033654446121952783	0	0	5.823341009555572	73.62184419563711	YY1;SMAD4;SMAD3;APC;SMURF2;RUVBL1;EP300;FOXO4;HIF1A;NFRKB;HCFC1
GO_Biological_Process_2018	positive regulation of programmed cell death (GO:0043068)	11/257	3.231565471243752e-06	0.00032981357199513727	0	0	5.823341009555572	73.62184419563711	REST;APC;BCL6;E2F1;NF1;FOXL2;APBB1;FOXO3;SIRT1;POU4F2;SPDEF
GO_Biological_Process_2018	protein modification by small protein removal (GO:0070646)	11/261	3.7480080214166984e-06	0.0003750212732017531	0	0	5.734094404045143	71.64341574136604	YY1;SMAD4;SMAD3;APC;SMURF2;RUVBL1;EP300;FOXO4;HIF1A;NFRKB;HCFC1
GO_Biological_Process_2018	negative regulation of neurogenesis (GO:0050768)	5/33	4.027923506853027e-06	0.000395278724143673	0	0	20.614306328592047	256.07626414435254	REST;NF1;ID4;PAX6;ASCL1
GO_Biological_Process_2018	muscle cell differentiation (GO:0042692)	5/36	6.285614784075377e-06	0.0006051979668516349	0	0	18.896447467876037	226.3274169129405	RB1;MYOCD;MYOD1;HEY2;GATA6
GO_Biological_Process_2018	regulation of angiogenesis (GO:0045765)	9/177	6.564558014886478e-06	0.0006203507324067719	0	0	6.918021445866482	82.5584598889037	HHEX;SP1;GATA6;NF1;FOXO4;GATA2;KLF4;HIF1A;SIRT1
GO_Biological_Process_2018	regulation of apoptotic process (GO:0042981)	19/815	8.61418589673947e-06	0.0007992398296556638	0	0	3.1718208755895	36.990092838385465	CREBBP;GATA6;FOXL2;FOXO3;ASCL1;AATF;PHB2;SIRT1;PAX2;TBX3;REST;APC;BCL6;APEX1;E2F1;NF1;APBB1;SPDEF;TP73
GO_Biological_Process_2018	negative regulation of protein serine/threonine kinase activity (GO:0071901)	6/67	9.818610706098849e-06	0.0008947209005932578	0	0	12.183978068839474	140.49626465505835	HEXIM1;HHEX;MYOCD;APC;NF1;SIRT1
GO_Biological_Process_2018	positive regulation of pri-miRNA transcription from RNA polymerase II promoter (GO:1902895)	4/19	9.964193753080266e-06	0.0008920575565257648	0	0	28.64303616183316	329.8678844380165	SMAD3;FOS;HIF1A;SMARCA4
GO_Biological_Process_2018	intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator (GO:0042771)	4/20	1.2384227053885136e-05	0.0010895984595857906	0	0	27.2108843537415	307.45814712463755	IFI16;EP300;SIRT1;TP73
GO_Biological_Process_2018	cellular response to estradiol stimulus (GO:0071392)	4/20	1.2384227053885136e-05	0.0010711306890843367	0	0	27.2108843537415	307.45814712463755	MYOD1;NRIP1;POU4F1;POU4F2
GO_Biological_Process_2018	positive regulation of cell cycle process (GO:0090068)	7/107	1.4175859223818411e-05	0.0012056568269857555	0	0	8.900756564307965	99.367780104589	ZBTB17;GATA6;FOXO4;POU4F1;E2F7;TP73;E2F8
GO_Biological_Process_2018	positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus (GO:1901522)	4/21	1.5210953657820864e-05	0.001272483549440326	0	0	25.915127955944282	287.4893360352988	SMAD4;DLX5;EP300;HIF1A
GO_Biological_Process_2018	negative regulation of cyclin-dependent protein kinase activity (GO:1904030)	4/21	1.5210953657820864e-05	0.0012519596212235465	0	0	25.915127955944282	287.4893360352988	HEXIM1;MYOCD;HHEX;APC
GO_Biological_Process_2018	negative regulation of cell differentiation (GO:0045596)	8/150	1.5351749475673667e-05	0.001243491707529567	0	0	7.256235827664399	80.43015777283506	MYOCD;SMAD3;E2F1;TWIST2;GATA2;TBX5;SIRT1;POU4F2
GO_Biological_Process_2018	circulatory system development (GO:0072359)	7/109	1.6001934985460607e-05	0.0012759042848563356	0	0	8.737439930100482	96.48580958012623	MEF2A;GATA6;NF1;RARA;RARB;GATA2;TBX5
GO_Biological_Process_2018	regulation of cell growth (GO:0001558)	9/201	1.8214578776969594e-05	0.0014299845461365516	0	0	6.091989034419737	66.48363236572993	SMAD4;SMAD3;SOX17;BCL6;HNF4A;APBB1;ENO1;SIRT1;SMARCA4
GO_Biological_Process_2018	gland development (GO:0048732)	6/75	1.8878563710398277e-05	0.0014596562214267033	0	0	10.884353741496598	118.39437795702696	GCM2;RARA;NF1;SIX1;RARB;TBX3
GO_Biological_Process_2018	peptidyl-lysine acetylation (GO:0018394)	3/8	2.1204363342965804e-05	0.0016150129274500671	0	0	51.020408163265316	549.0461009897712	CREBBP;EP300;SIRT1
GO_Biological_Process_2018	regulation of androgen receptor signaling pathway (GO:0060765)	4/23	2.2249308760317915e-05	0.001669679744175034	0	0	23.66163856847087	253.4918572442855	RNF14;EP300;SIRT1;SMARCA4
GO_Biological_Process_2018	epithelium development (GO:0060429)	7/115	2.26830508794284e-05	0.0016775595454742481	0	0	8.281573498964804	88.56225730565805	SOX17;RARA;SIX1;RARB;TBX5;PAX2;TBX2
GO_Biological_Process_2018	camera-type eye development (GO:0043010)	4/24	2.6547051268260072e-05	0.0019352800374561594	0	0	22.67573696145125	238.924985936206	NF1;FOXL2;PITX2;PAX2
GO_Biological_Process_2018	negative regulation of cyclin-dependent protein serine/threonine kinase activity (GO:0045736)	4/24	2.6547051268260072e-05	0.0019080225721398753	0	0	22.67573696145125	238.924985936206	HEXIM1;MYOCD;HHEX;APC
GO_Biological_Process_2018	regulation of cell cycle arrest (GO:0071156)	5/48	2.6596093870762865e-05	0.001884998153090318	0	0	14.172335600907033	149.30195861569578	ZBTB17;GATA6;FOXO4;POU4F1;TP73
GO_Biological_Process_2018	cellular response to cytokine stimulus (GO:0071345)	13/456	3.3060293465388416e-05	0.002311050377450371	0	0	3.87874448024824	40.017695624530724	EGR1;SMAD3;POU2F1;FOS;FOXO3;POU4F1;HIF1A;SIRT1;POU4F2;BCL6;IRF1;STAT4;RBMX
GO_Biological_Process_2018	cellular response to oxygen-containing compound (GO:1901701)	10/274	3.6142830678585434e-05	0.00249239006693002	0	0	4.9654898455732654	50.787188790433405	EGR1;MYOD1;NR1I2;NRIP1;RARA;RARB;FOS;POU4F1;POU4F2;PAX2
GO_Biological_Process_2018	regulation of transcription involved in G1/S transition of mitotic cell cycle (GO:0000083)	4/26	3.6925476594979624e-05	0.002512409427522413	0	0	20.931449502878078	213.63911716424224	RB1;TFDP1;E2F1;E2F7
GO_Biological_Process_2018	regulation of transcription regulatory region DNA binding (GO:2000677)	4/26	3.6925476594979624e-05	0.0024793514087392238	0	0	20.931449502878078	213.63911716424224	RB1;HEY2;POU4F1;POU4F2
GO_Biological_Process_2018	positive regulation of macromolecule metabolic process (GO:0010604)	10/276	3.8435184282948656e-05	0.00254720448566087	0	0	4.929508035098098	50.11602711480671	EGR1;MYCN;SMAD3;SP1;E2F1;PAX6;KLF4;POU4F1;HIF1A;HCFC1
GO_Biological_Process_2018	modulation by host of viral transcription (GO:0043921)	4/27	4.310046620824715e-05	0.002819765116162631	0	0	20.15621063240111	202.60976052439182	REST;SP1;EP300;SMARCA4
GO_Biological_Process_2018	embryonic organ development (GO:0048568)	5/53	4.327739451665172e-05	0.002795500559727516	0	0	12.835322808368632	128.967784955334	SOX17;HEY2;RARA;RARB;TBX2
