Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2019_Human	Gastric cancer	9/149	1.5937566177983694e-06	4.462518529835434e-05	0	0	8.218052321599783	109.70620470377392	RB1;TCF7L2;SMAD4;SMAD3;CDX2;APC;E2F1;RARB;E2F3
KEGG_2019_Human	Wnt signaling pathway	9/158	2.591738250427324e-06	6.652128176096799e-05	0	0	7.749935417204857	99.68882796335473	TCF7L2;CREBBP;SMAD4;SMAD3;APC;SOX17;RUVBL1;NFATC3;EP300
KEGG_2019_Human	Th17 cell differentiation	7/107	1.4175859223818411e-05	0.00033585881853354386	0	0	8.900756564307965	99.367780104589	SMAD4;SMAD3;NFATC3;RARA;FOS;FOXP3;HIF1A
KEGG_2019_Human	Hepatocellular carcinoma	8/168	3.473011736639269e-05	0.0007640625820606393	0	0	6.478781988986071	66.52350704126256	RB1;TCF7L2;SMAD4;SMAD3;APC;E2F1;E2F3;SMARCA4
KEGG_2019_Human	Small cell lung cancer	6/93	6.412547962841934e-05	0.0013167098483702106	0	0	8.777704630239192	84.74583080900439	RB1;ZBTB17;MAX;E2F1;RARB;E2F3
KEGG_2019_Human	Kaposi sarcoma-associated herpesvirus infection	8/186	7.135454902582701e-05	0.0013735750687471696	0	0	5.851803086826129	55.872134940121825	RB1;CREBBP;E2F1;NFATC3;EP300;E2F3;FOS;HIF1A
KEGG_2019_Human	Prostate cancer	6/97	8.115617700996103e-05	0.0014703589717098822	0	0	8.415737428992216	79.26896821778531	RB1;TCF7L2;CREBBP;E2F1;EP300;E2F3
KEGG_2019_Human	Non-small cell lung cancer	5/66	0.0001248388697635369	0.002136131771509409	0	0	10.307153164296023	92.64570907114859	RB1;E2F1;RARB;E2F3;FOXO3
KEGG_2019_Human	Human papillomavirus infection	10/330	0.00016854453836641893	0.0027321956745714232	0	0	4.1228612657184085	35.820698909295245	RB1;RBL2;TCF7L2;CREBBP;RBL1;APC;IRF1;HEY2;E2F1;EP300
KEGG_2019_Human	Adherens junction	5/72	0.00018866633558022662	0.0029054615679354897	0	0	9.448223733938018	81.0235310214084	TCF7L2;CREBBP;SMAD4;SMAD3;EP300
KEGG_2019_Human	Pancreatic cancer	5/75	0.00022866133890631969	0.003353699637292689	0	0	9.0702947845805	76.03871672037576	RB1;SMAD4;SMAD3;E2F1;E2F3
KEGG_2019_Human	Chronic myeloid leukemia	5/76	0.00024332957477578746	0.0034066140468610247	0	0	8.95094880057286	74.48168419921356	RB1;SMAD4;SMAD3;E2F1;E2F3
KEGG_2019_Human	Colorectal cancer	5/86	0.0004325249079125327	0.005792072679872177	0	0	7.910140800506248	61.27092740627593	TCF7L2;SMAD4;SMAD3;APC;FOS
KEGG_2019_Human	Maturity onset diabetes of the young	3/26	0.0008934628042226502	0.01146610598752401	0	0	15.698587127158554	110.21045295963665	HHEX;HNF4A;PAX6
KEGG_2019_Human	Cushing syndrome	6/155	0.0010130103848789392	0.012480287941708532	0	0	5.266622778143517	36.31246242085636	RB1;TCF7L2;APC;SP1;E2F1;E2F3
KEGG_2019_Human	Parathyroid hormone synthesis, secretion and action	5/106	0.0011193898786245392	0.013260464716013772	0	0	6.417661404184316	43.6078262953028	MEF2A;GCM2;EGR1;SP1;FOS
KEGG_2019_Human	Mitophagy	4/65	0.001339531813002027	0.015280585126097196	0	0	8.37257980115123	55.3882584561251	SP1;E2F1;FOXO3;HIF1A
KEGG_2019_Human	Bladder cancer	3/41	0.003380142178203537	0.0371815639602389	0	0	9.955201592832255	56.6434794008426	RB1;E2F1;E2F3
KEGG_2019_Human	Estrogen signaling pathway	5/137	0.0034432712422562393	0.03656991526258351	0	0	4.9654898455732654	28.160947996126307	NCOA1;SP1;RARA;PGR;FOS
KEGG_2019_Human	Th1 and Th2 cell differentiation	4/92	0.00474643644915361	0.04873008087797706	0	0	5.915409642117718	31.649578016700282	STAT4;NFATC3;FOS;RUNX3
KEGG_2019_Human	HIF-1 signaling pathway	4/100	0.006367908537042184	0.0632682525615804	0	0	5.442176870748299	27.51828132487004	CREBBP;EP300;ENO1;HIF1A
KEGG_2019_Human	Hippo signaling pathway	5/160	0.006615530060977232	0.06367447683690586	0	0	4.251700680272109	21.33645984043444	TCF7L2;SMAD4;SMAD3;APC;TP73
KEGG_2019_Human	Endometrial cancer	3/58	0.008936189079565069	0.08340443140927398	0	0	7.037297677691766	33.19947964906649	TCF7L2;APC;FOXO3
KEGG_2019_Human	Thyroid hormone signaling pathway	4/116	0.010629927499705174	0.0962946373502704	0	0	4.691531785127844	21.318704700910736	NCOA1;CREBBP;EP300;HIF1A
KEGG_2019_Human	Inflammatory bowel disease (IBD)	3/65	0.012188628930818558	0.10725993459120332	0	0	6.2794348508634235	27.67505065448713	SMAD3;STAT4;FOXP3
KEGG_2019_Human	Acute myeloid leukemia	3/66	0.012701522125326466	0.10866857818334866	0	0	6.184291898577612	27.00082523383676	TCF7L2;CEBPE;RARA
KEGG_2019_Human	Renal cell carcinoma	3/69	0.014313600392683685	0.119151051917475	0	0	5.915409642117718	25.12005393251369	CREBBP;EP300;HIF1A
KEGG_2019_Human	Prolactin signaling pathway	3/70	0.01487554852022736	0.1205702353744744	0	0	5.830903790087464	24.536655702162793	IRF1;FOS;FOXO3
KEGG_2019_Human	Melanoma	3/72	0.016036517758378083	0.1266473710148833	0	0	5.6689342403628125	23.42906347772555	RB1;E2F1;E2F3
KEGG_2019_Human	Viral carcinogenesis	5/201	0.01654469161961301	0.12739412547102014	0	0	3.3844383524554105	13.881916866921733	RB1;RBL2;CREBBP;RBL1;EP300
KEGG_2019_Human	Glioma	3/75	0.017871034229270385	0.13425069616134824	0	0	5.442176870748299	21.902443952742768	RB1;E2F1;E2F3
KEGG_2019_Human	Apelin signaling pathway	4/137	0.01854253347141688	0.13597857879039044	0	0	3.9723918764586132	15.840659731809158	MEF2A;EGR1;SMAD4;SMAD3
KEGG_2019_Human	MicroRNAs in cancer	6/299	0.0233255151432892	0.16707578288681565	0	0	2.7301890655927923	10.260616878125477	CREBBP;APC;E2F1;EP300;E2F3;SIRT1
KEGG_2019_Human	Human cytomegalovirus infection	5/225	0.02547071446792465	0.17829500127547254	0	0	3.0234315948601664	11.096677064346569	RB1;SP1;E2F1;NFATC3;E2F3
KEGG_2019_Human	Choline metabolism in cancer	3/99	0.0365884667130015	0.2504277277245436	0	0	4.1228612657184085	13.638516616638874	SP1;FOS;HIF1A
KEGG_2019_Human	AGE-RAGE signaling pathway in diabetic complications	3/100	0.03752312457106707	0.2512417906062751	0	0	4.081632653061225	13.3991750238001	EGR1;SMAD4;SMAD3
KEGG_2019_Human	Melanogenesis	3/101	0.0384699557467464	0.2521009865956997	0	0	4.04122044857547	13.165802030915804	TCF7L2;CREBBP;EP300
KEGG_2019_Human	Longevity regulating pathway	3/102	0.03942892466889578	0.25300226662541464	0	0	4.001600640256102	12.93819769254381	EHMT2;FOXO3;SIRT1
KEGG_2019_Human	Glucagon signaling pathway	3/103	0.04039999424870927	0.2539428209918868	0	0	3.9627501486031314	12.716170542396373	CREBBP;EP300;SIRT1
KEGG_2019_Human	Notch signaling pathway	2/48	0.04857382132167958	0.29921473934154624	0	0	5.6689342403628125	17.146658441810846	CREBBP;EP300
KEGG_2019_Human	Huntington disease	4/193	0.05428479412658365	0.3278375802154463	0	0	2.819780762045751	8.215462622425582	CREBBP;REST;SP1;EP300
KEGG_2019_Human	AMPK signaling pathway	3/120	0.058716957577000725	0.3477850564176197	0	0	3.4013605442176877	9.642947987751572	HNF4A;FOXO3;SIRT1
KEGG_2019_Human	Epstein-Barr virus infection	4/201	0.061198208872901165	0.3556424213745954	0	0	2.7075506819643285	7.563914730225872	RB1;E2F1;E2F3;RUNX3
KEGG_2019_Human	Basal cell carcinoma	2/63	0.0783817785395674	0.4470664405590141	0	0	4.3191879926573815	10.99736009167842	TCF7L2;APC
KEGG_2019_Human	Long-term potentiation	2/67	0.08709545360568388	0.4877345401918297	0	0	4.061326022946492	9.912683902507556	CREBBP;EP300
KEGG_2019_Human	Amphetamine addiction	2/68	0.08931762197477176	0.4912469208612447	0	0	4.001600640256102	9.66609234103108	FOS;SIRT1
KEGG_2019_Human	B cell receptor signaling pathway	2/71	0.09608324114098787	0.5191866363407766	0	0	3.8325189230621834	8.977830288418389	NFATC3;FOS
KEGG_2019_Human	Hepatitis C	3/155	0.10624784363358833	0.5642126868818138	0	0	2.6333113890717583	5.903833486759311	RB1;E2F1;E2F3
KEGG_2019_Human	Pertussis	2/76	0.10766843367330453	0.5620657215487762	0	0	3.5803795202291444	7.979587657486232	IRF1;FOS
KEGG_2019_Human	JAK-STAT signaling pathway	3/162	0.11713814566202704	0.6013091477317388	0	0	2.519526329050138	5.402875556931976	CREBBP;STAT4;EP300
KEGG_2019_Human	Tuberculosis	3/179	0.1451914363891085	0.7330977443909085	0	0	2.280241705620796	4.400187336374773	CREBBP;NFYC;EP300
KEGG_2019_Human	IL-17 signaling pathway	2/93	0.1494391564709976	0.7423751644043106	0	0	2.9259015434130644	5.561746614343914	SRSF1;FOS
KEGG_2019_Human	Herpes simplex virus 1 infection	6/492	0.15498986320564326	0.757728220116478	0	0	1.6592002654720426	3.0934056128666776	ZNF383;POU2F1;SRSF1;POU2F2;ZNF300;HCFC1
KEGG_2019_Human	T cell receptor signaling pathway	2/101	0.17007384928105213	0.8184803996650634	0	0	2.69414696571698	4.772742045460798	NFATC3;FOS
KEGG_2019_Human	MAPK signaling pathway	4/295	0.1726206206591186	0.8179561717385927	0	0	1.8448057188977285	3.2406946370103937	MAX;NFATC3;NF1;FOS
KEGG_2019_Human	Chagas disease (American trypanosomiasis)	2/103	0.1753062895410852	0.8180960178583976	0	0	2.6418334324020867	4.600014817964978	SMAD3;FOS
KEGG_2019_Human	C-type lectin receptor signaling pathway	2/104	0.17793223493116328	0.8179571396835565	0	0	2.61643118785976	4.516882532207251	IRF1;NFATC3
KEGG_2019_Human	TNF signaling pathway	2/110	0.1938095437045707	0.8778432273677614	0	0	2.473716759431045	4.05907071271824	IRF1;FOS
KEGG_2019_Human	RNA polymerase	1/31	0.20456270694060813	0.9131204889522798	0	0	4.388852315119596	6.964585100267334	POLR1A
KEGG_2019_Human	cAMP signaling pathway	3/212	0.2048609892106195	0.9013883525267258	0	0	1.9252984212552944	3.0524136143051432	CREBBP;EP300;FOS
KEGG_2019_Human	Base excision repair	1/33	0.21623095665561504	0.9380159809849214	0	0	4.1228612657184085	6.313783544654489	APEX1
KEGG_2019_Human	Neurotrophin signaling pathway	2/119	0.21793828350412944	0.9322915461009982	0	0	2.286628937289201	3.4837783329706475	FOXO3;TP73
KEGG_2019_Human	Prion diseases	1/35	0.22772919238207756	0.9608300171736972	0	0	3.8872691933916426	5.7515961464535446	EGR1
KEGG_2019_Human	Thyroid cancer	1/37	0.23905987464938155	0.9950059647568852	0	0	3.6771465342893923	5.262148324619892	TCF7L2
KEGG_2019_Human	Relaxin signaling pathway	2/130	0.2477493834833224	1.0	0	0	2.093144950287808	2.9206438393260337	SMAD3;FOS
KEGG_2019_Human	Spliceosome	2/134	0.2586341769786768	1.0	0	0	2.030663011473246	2.7461481568074064	SRSF1;RBMX
KEGG_2019_Human	Endocytosis	3/244	0.2670484717642229	1.0	0	0	1.6728002676480433	2.2086401720819264	SMAD3;TSG101;SMURF2
KEGG_2019_Human	Measles	2/138	0.26952620239941405	1.0	0	0	1.971803214039239	2.5852108200480566	FOS;TP73
KEGG_2019_Human	Fluid shear stress and atherosclerosis	2/139	0.2722492064213057	1.0	0	0	1.9576175794058632	2.5469337484714294	MEF2A;FOS
KEGG_2019_Human	Hedgehog signaling pathway	1/47	0.2932836523118986	1.0	0	0	2.894774931249096	3.550774472834714	SMURF2
KEGG_2019_Human	Oxytocin signaling pathway	2/153	0.3102788014790586	1.0	0	0	1.7784891734471568	2.081337470231852	NFATC3;FOS
KEGG_2019_Human	cGMP-PKG signaling pathway	2/166	0.3452354223953395	1.0	0	0	1.6392099008278012	1.7433467927450237	MEF2A;NFATC3
KEGG_2019_Human	Lysine degradation	1/59	0.35330813177917103	1.0	0	0	2.306007148622161	2.3992037547358085	EHMT2
KEGG_2019_Human	Influenza A	2/171	0.3585367414372057	1.0	0	0	1.5912797867685085	1.6322140869931367	CREBBP;EP300
KEGG_2019_Human	Central carbon metabolism in cancer	1/65	0.3813930402533981	1.0	0	0	2.093144950287808	2.017634398484288	HIF1A
KEGG_2019_Human	Cortisol synthesis and secretion	1/65	0.3813930402533981	1.0	0	0	2.093144950287808	2.017634398484288	SP1
KEGG_2019_Human	Glycolysis / Gluconeogenesis	1/68	0.394977788225234	1.0	0	0	2.000800320128051	1.8585949339801768	ENO1
KEGG_2019_Human	Arrhythmogenic right ventricular cardiomyopathy (ARVC)	1/72	0.4126309264208408	1.0	0	0	1.889644746787604	1.6727167917298542	TCF7L2
KEGG_2019_Human	p53 signaling pathway	1/72	0.4126309264208408	1.0	0	0	1.889644746787604	1.6727167917298542	TP73
KEGG_2019_Human	Leishmaniasis	1/74	0.4212646860881174	1.0	0	0	1.8385732671446962	1.5894354381431832	FOS
KEGG_2019_Human	Antigen processing and presentation	1/77	0.43397953996952415	1.0	0	0	1.7669405424507467	1.4749675570639786	NFYC
KEGG_2019_Human	Proteoglycans in cancer	2/201	0.4359613908331659	1.0	0	0	1.3537753409821642	1.1239064442266269	TWIST2;HIF1A
KEGG_2019_Human	RNA degradation	1/79	0.4423015751092524	1.0	0	0	1.7222078704899682	1.4049140324389784	ENO1
KEGG_2019_Human	Human immunodeficiency virus 1 infection	2/212	0.4631024606285154	1.0	0	0	1.283532280836863	0.9880720730647098	NFATC3;FOS
KEGG_2019_Human	Salmonella infection	1/86	0.470483104473351	1.0	0	0	1.5820281601012498	1.1928416869619924	FOS
KEGG_2019_Human	Rheumatoid arthritis	1/91	0.4897423397306893	1.0	0	0	1.4951035359198626	1.0673183276709006	FOS
KEGG_2019_Human	GnRH signaling pathway	1/93	0.497249764459786	1.0	0	0	1.4629507717065322	1.0221093335291742	EGR1
KEGG_2019_Human	Ras signaling pathway	2/232	0.5104397738491442	1.0	0	0	1.172882946281961	0.7887434003838496	NF1;FOXO4
KEGG_2019_Human	Circadian entrainment	1/97	0.5119370564623147	1.0	0	0	1.402622904832036	0.9391312127035468	FOS
KEGG_2019_Human	Progesterone-mediated oocyte maturation	1/99	0.5191200859954508	1.0	0	0	1.3742870885728031	0.9010101601223524	PGR
KEGG_2019_Human	Toll-like receptor signaling pathway	1/104	0.5366215816928466	1.0	0	0	1.3082155939298798	0.8143146552442466	FOS
KEGG_2019_Human	Cholinergic synapse	1/112	0.5633172639896432	1.0	0	0	1.2147716229348882	0.6971723586032047	FOS
KEGG_2019_Human	Oocyte meiosis	1/125	0.6034774009218667	1.0	0	0	1.08843537414966	0.5497106784619166	PGR
KEGG_2019_Human	Osteoclast differentiation	1/127	0.6093213789087061	1.0	0	0	1.0712946595961221	0.5307294816941469	FOS
KEGG_2019_Human	Autophagy	1/128	0.6122112077736046	1.0	0	0	1.0629251700680271	0.5215539384201121	HIF1A
KEGG_2019_Human	Dopaminergic synapse	1/131	0.6207539229409574	1.0	0	0	1.0385833722802098	0.4952178791447045	FOS
KEGG_2019_Human	Ubiquitin mediated proteolysis	1/137	0.6372826004355368	1.0	0	0	0.9930979691146532	0.4474324236897368	SMURF2
KEGG_2019_Human	Apoptosis	1/143	0.6530955930461441	1.0	0	0	0.9514295228580943	0.40533920350481534	FOS
KEGG_2019_Human	Necroptosis	1/162	0.6987903043694385	1.0	0	0	0.8398421096833795	0.3010032548118485	STAT4
KEGG_2019_Human	Alzheimer disease	1/171	0.7182965410404967	1.0	0	0	0.7956398933842542	0.2632555876940613	APBB1
KEGG_2019_Human	NOD-like receptor signaling pathway	1/178	0.7325960825054889	1.0	0	0	0.7643506840938623	0.23783595202711566	IFI16
KEGG_2019_Human	PI3K-Akt signaling pathway	2/354	0.7368678129826591	1.0	0	0	0.7686690495407202	0.2347106046442184	RBL2;FOXO3
KEGG_2019_Human	Axon guidance	1/181	0.7385015400476158	1.0	0	0	0.7516818882249032	0.227858903025778	NFATC3
KEGG_2019_Human	Chemokine signaling pathway	1/190	0.7554518330106615	1.0	0	0	0.7160759040458289	0.20081579263639687	FOXO3
KEGG_2019_Human	Regulation of actin cytoskeleton	1/214	0.7955029891802219	1.0	0	0	0.6357683260219975	0.1454515058805463	APC
KEGG_2019_Human	Thermogenesis	1/231	0.8198607786788755	1.0	0	0	0.5889801808169155	0.11698367655410236	SMARCA4
